text,decade,book_title,passage_id,decade_id,book_id
" to-day. We think our fathers fools, so wise we grow; Our wiser sons, no doubt, will think us so. Once school-divines this zealous isle o'erspread. Who knew most sentences was deepest read, [441] Faith, Gospel, all, seemed made to be disputed, And none had sense enough to be confuted: Scotists and Thomists now in peace remain, [444] Amidst their kindred cobwebs in Duck Lane. [445] If faith itself has different dresses worn, What wonder modes in wit should take their turn? Oft, leaving what is natural and fit, The current folly proves the ready wit; And authors think their reputation safe, Which lives as long as fools are pleased to laugh. Some valuing those of their own side or mind, Still make themselves the measure of mankind: Fondly we think we honor merit then, When we but praise ourselves in other men. Parties in wit attend on those of state, And public faction doubles private hate. Pride, malice, folly against Dryden rose, In various shapes of parsons, critics, beaux; [459] But sense survived, when merry jests were past; For rising merit will buoy up at last. Might he return, and bless once more our eyes, New Blackmores and new Millbourns must arise: [463] Nay, should great Homer lift his awful head, Zoilus again would start up from the dead [465] Envy will merit, as its shade, pursue, But like a shadow, proves the substance true: For envied wit, like Sol eclipsed, makes known The opposing body's grossness, not its own. When first that sun too powerful beams displays, I",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_2,1,1710_An_Essay_on_Criticis
"ullness joins with quality A constant critic at the great man's board, To fetch and carry nonsense for my lord What woful stuff this madrigal would be, In some starved hackney sonnetteer, or me! But let a lord once own the happy lines, How the wit brightens! how the style refines! Before his sacred name flies every fault, And each exalted stanza teems with thought! The vulgar thus through imitation err; As oft the learned by being singular. So much they scorn the crowd that if the throng By chance go right they purposely go wrong: So schismatics the plain believers quit, And are but damned for having too much wit. Some praise at morning what they blame at night, But always think the last opinion right. A muse by these is like a mistress used, This hour she's idolized, the next abused; While their weak heads, like towns unfortified, 'Twixt sense and nonsense daily change their side. Ask them the cause, they're wiser still they say; And still to-morrow's wiser than to-day. We think our fathers fools, so wise we grow; Our wiser sons, no doubt, will think us so. Once school-divines this zealous isle o'erspread. Who knew most sentences was deepest read, [441] Faith, Gospel, all, seemed made to be disputed, And none had sense enough to be confuted: Scotists and Thomists now in peace remain, [444] Amidst their kindred cobwebs in Duck Lane. [445] If faith itself has different dresses worn, What wonder modes in wit should take their turn? Oft, leaving what is natural and fit, The curr",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_3,1,1710_An_Essay_on_Criticis
"lind Man's erring judgment and misguide the mind, What the weak head with strongest bias rules, Is pride, the never-failing vice of fools. Whatever nature has in worth denied, She gives in large recruits of needful pride; For as in bodies, thus in souls, we find What wants in blood and spirits, swelled with wind: Pride where wit fails steps in to our defense, And fills up all the mighty void of sense. If once right reason drives that cloud away, Truth breaks upon us with resistless day Trust not yourself, but your defects to know, Make use of every friend--and every foe. A little learning is a dangerous thing Drink deep, or taste not the Pierian spring [216] There shallow draughts intoxicate the brain, And drinking largely sobers us again. Fired at first sight with what the muse imparts, In fearless youth we tempt the heights of arts While from the bounded level of our mind Short views we take nor see the lengths behind But more advanced behold with strange surprise, New distant scenes of endless science rise! So pleased at first the towering Alps we try, Mount o'er the vales and seem to tread the sky, The eternal snows appear already passed And the first clouds and mountains seem the last. But those attained we tremble to survey The growing labors of the lengthened way The increasing prospect tires our wandering eyes, Hills peep o'er hills and Alps on Alps arise! A perfect judge will read each work of wit With the same spirit that its author writ Survey the whole nor seek sl",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_4,1,1710_An_Essay_on_Criticis
"e stone thundering through his buckler broke."" Camilla, queen of the Volsci, was brought up in the woods, and, according to Virgil, was swifter than the winds. She led an army to assist Turnus against Aeneas. ""Dura pan, cursuque pedum praevertere ventos. Illa vel intactae segetis per summa volaret Gramina nec teneras cursu laesisset aristas; Vel mare per medium fluctu suspensa tumenti, Ferret iter, celeres nec tingeret aequore plantas."" _Aen_. vii 807-811. Thus rendered by Dryden. ""Outstripped the winds in speed upon the plain, Flew o'er the fields, nor hurt the bearded grain; She swept the seas, and as she skimmed along, Her flying feet unbathed on billows hung""] [Lines 374-381: This passage refers to Dryden's ode, _Alexander's Feast_, or _The Power of Music_. Timotheus, mentioned in it, was a musician of Boeotia, a favorite of Alexander's, not the great musician Timotheus, who died before Alexander was born, unless, indeed, Dryden have confused the two.] [Line 376: The son of Libyan Jove.--A title arrogated to himself by Alexander.] [Line 393: Dullness here 'seems to be incorrectly used. Ignorance is apt to magnify, but dullness reposes in stolid indifference.'] [Line 441: Sentences--Passages from the Fathers of the Church who were regarded as decisive authorities on all disputed points of doctrine.] [Line 444: Scotists--The disciples of Duns Scotus, one of the most famous and influential of the scholastics of the fourteenth century, who was opposed to Thomas Aquinas (-), a",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_5,1,1710_An_Essay_on_Criticis
"rm short ideas, and offend in arts (As most in manners) by a love to parts. Some to conceit alone their taste confine, And glittering thoughts struck out at every line; Pleased with a work where nothing's just or fit; One glaring chaos and wild heap of wit. Poets, like painters, thus, unskilled to trace The naked nature and the living grace, With gold and jewels cover every part, And hide with ornaments their want of art. True wit is nature to advantage dressed; What oft was thought, but ne'er so well expressed; Something, whose truth convinced at sight we find That gives us back the image of our mind. As shades more sweetly recommend the light, So modest plainness sets off sprightly wit For works may have more wit than does them good, As bodies perish through excess of blood. Others for language all their care express, And value books, as women men, for dress. Their praise is still--""the style is excellent,"" The sense they humbly take upon content [308] Words are like leaves, and where they most abound Much fruit of sense beneath is rarely found. False eloquence, like the prismatic glass. [311] Its gaudy colors spreads on every place, The face of nature we no more survey. All glares alike without distinction gay: But true expression, like the unchanging sun, Clears and improves whate'er it shines upon; It gilds all objects, but it alters none. Expression is the dress of thought, and still Appears more decent, as more suitable, A vile conceit in pompous words expressed, Is li",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_6,1,1710_An_Essay_on_Criticis
"it by a cloud of proofs.] [Line 459: Parsons.--This is an allusion to Jeremy Collier, the author of _A Short View etc, of the English Stage_. Critics, beaux.--This to the Duke of Buckingham, the author of _The Rehearsal_.] [Line 463: Blackmore, Sir Richard (-), one of the court physicians and the writer of a great deal of worthless poetry. He attacked the dramatists of the time generally and Dryden individually, and is the Quack Maurus of Dryden's prologue to _The Secular Masque_. Millbourn, Rev. Luke, who criticised Dryden; which criticism, although sneered at by Pope, is allowed to have been judicious and decisive.] [Line 465: Zoilus. See note on line 183.] [Line 479: Patriarch wits--Perhaps an allusion to the great age to which the antediluvian patriarchs of the Bible lived.] [Line 536: An easy monarch.--Charles II.] [Line 541: At that time ladies went to the theater in masks.] [Line 544: A foreign reign.--The reign of the foreigner, William III.] [Line 545: Socinus.--The reaction from the fanaticism of the Puritans, who held extreme notions of free grace and satisfaction, by resolving all Christianity into morality, led the way to the introduction of Socinianism, the most prominent feature of which is the denial of the existence of the Trinity.] [Line 552: Wit's Titans.--The Titans, in Greek mythology, were the children of Uranus (heaven) and Gaea (earth), and of gigantic size. They engaged in a conflict with Zeus, the king of heaven, which lasted ten years. They were com",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_7,1,1710_An_Essay_on_Criticis
" Timotheus, who died before Alexander was born, unless, indeed, Dryden have confused the two.] [Line 376: The son of Libyan Jove.--A title arrogated to himself by Alexander.] [Line 393: Dullness here 'seems to be incorrectly used. Ignorance is apt to magnify, but dullness reposes in stolid indifference.'] [Line 441: Sentences--Passages from the Fathers of the Church who were regarded as decisive authorities on all disputed points of doctrine.] [Line 444: Scotists--The disciples of Duns Scotus, one of the most famous and influential of the scholastics of the fourteenth century, who was opposed to Thomas Aquinas (-), another famous scholastic, regarding the doctrines of grace and the freedom of the will, but especially the immaculate conception of the Virgin. The followers of the latter were called Thomists, between whom and the Scotists bitter controversies were carried on.] [Line 445: Duck Lane.--A place near Smithfield where old books were sold. The cobwebs were kindred to the works of these controversialists, because their arguments were intricate and obscure. Scotus is said to have demolished two hundred objections to the doctrine of the immaculate conception, and established it by a cloud of proofs.] [Line 459: Parsons.--This is an allusion to Jeremy Collier, the author of _A Short View etc, of the English Stage_. Critics, beaux.--This to the Duke of Buckingham, the author of _The Rehearsal_.] [Line 463: Blackmore, Sir Richard (-), one of the court physicians and the writ",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_8,1,1710_An_Essay_on_Criticis
"exandrine--A line of twelve syllables, so called from a French poem on the Life of Alexander the Great, written in that meter. The poet gives a remarkable example in the next line.] [Line 361: Sir John Denham, a poet of the time of Charles I. (-). His verse is characterized by considerable smoothness and ingenuity of rhythm, with here and there a passage of some force--Edmund Waller (-) is celebrated as one of the refiners of English poetry. His rank among English poets, however, is very subordinate.] [Line 366: Zephyr.--Zephyrus, the west wind personified by the poets and made the most mild and gentle of the sylvan deities.] [Lines 366-373: In this passage the poet obviously intended to make ""the sound seem an echo to the sense"". The success of the attempt has not been very complete except in the second two lines, expressing the dash and roar of the waves, and in the last two, expressing the skimming, continuous motion of Camilla. What he refers to is the onomatopoeia of Homer and Virgil in the passages alluded to. Ajax, the son of Telamon, was, next to Achilles, the bravest of all the Greeks in the Trojan war. When the Greeks were challenged by Hector he was chosen their champion and it was in their encounter that he seized a huge stone and hurled it at Hector. Thus rendered by Pope himself: ""Then Ajax seized the fragment of a rock Applied each nerve, and swinging round on high, With force tempestuous let the ruin fly The huge stone thundering through his buckler broke."" Ca",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_9,1,1710_An_Essay_on_Criticis
"y. Accordingly Pope has interwoven the precepts of both throughout the poem which might more properly have been styled an essay on the Art of Criticism and of Poetry.] * * * * * PART I. 'Tis hard to say if greater want of skill Appear in writing or in judging ill, But of the two less dangerous is the offense To tire our patience than mislead our sense Some few in that but numbers err in this, Ten censure wrong for one who writes amiss, A fool might once himself alone expose, Now one in verse makes many more in prose. 'Tis with our judgments as our watches, none Go just alike, yet each believes his own In poets as true genius is but rare True taste as seldom is the critic share Both must alike from Heaven derive their light, These born to judge as well as those to write Let such teach others who themselves excel, And censure freely, who have written well Authors are partial to their wit, 'tis true [17] But are not critics to their judgment too? Yet if we look more closely we shall find Most have the seeds of judgment in their mind Nature affords at least a glimmering light The lines though touched but faintly are drawn right, But as the slightest sketch if justly traced Is by ill coloring but the more disgraced So by false learning is good sense defaced Some are bewildered in the maze of schools [26] And some made coxcombs nature meant but fools In search of wit these lose their common sense And then turn critics in their own defense Each burns alike who can or cannot write Or",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_10,1,1710_An_Essay_on_Criticis
"fools Who durst depart from Aristotle's rules.] [Line 180: Homer nods--_Quandoque bonus dormitat Homerus_, 'even the good Homer nods'--Horace, _Epistola ad Pisones_, 359.] [Lines 183, 184: Secure from flames.--The poet probably alludes to such fires as those in which the Alexandrine and Palatine Libraries were destroyed. From envy's fiercer rage.--Probably he alludes to the writings of such men as Maevius (see note to line 34) and Zoilus, a sophist and grammarian of Amphipolis, who distinguished himself by his criticism on Isocrates, Plato, and Homer, receiving the nickname of _Homeromastic_ (chastiser of Homer). Destructive war--Probably an allusion to the irruption of the barbarians into the south of Europe. And all-involving age; that is, time. This is usually explained as an allusion to 'the long reign of ignorance and superstition in the cloisters,' but it is surely far-fetched, and more than the language will bear.] [Lines 193, 194: 'Round the whole world this dreaded name shall sound, And reach to worlds that must not yet be found,""--COWLEY.] [Line 216: The Pierian spring--A fountain in Pieria, a district round Mount Olympus and the native country of the Muses.] [Line 248: And even thine, O Rome.--The dome of St Peter's Church, designed by Michael Angelo.] [Line 267: La Mancha's Knight.--Don Quixote, a fictitious Spanish knight, the hero of a book written () by Cervantes, a Spanish writer.] [Line 270: Dennis, the son of a saddler in London, born , was a mediocre writer",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_11,1,1710_An_Essay_on_Criticis
" defend Addison, wrote an imaginary report, pretending to be written by a notorious quack mad-doctor of the day, entitled _The Narrative of Dr. Robert Norris on the Frenz of F. D._ Dennis replied to it by his _Character of Mr. Pope_. Ultimately Pope gave him a place in his _Dunciad_, and wrote a prologue for his benefit.] [Line 308: On content.--On trust, a common use of the word in Pope's time.] [Lines 311, 312: Prismatic glass.--A glass prism by which light is refracted, and the component rays, which are of different colors being refracted at different angles show what is called a spectrum or series of colored bars, in the order violet, indigo, blue, green, yellow, orange, red.] [Line 328: Fungoso--One of the characters in Ben Jonson's _Every Man out of his Humor_ who assumed the dress and tried to pass himself off for another.] [Line 356: Alexandrine--A line of twelve syllables, so called from a French poem on the Life of Alexander the Great, written in that meter. The poet gives a remarkable example in the next line.] [Line 361: Sir John Denham, a poet of the time of Charles I. (-). His verse is characterized by considerable smoothness and ingenuity of rhythm, with here and there a passage of some force--Edmund Waller (-) is celebrated as one of the refiners of English poetry. His rank among English poets, however, is very subordinate.] [Line 366: Zephyr.--Zephyrus, the west wind personified by the poets and made the most mild and gentle of the sylvan deities.] [Lines 366",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_12,1,1710_An_Essay_on_Criticis
" where the rules not far enough extend (Since rules were made but to promote their end), Some lucky license answer to the full The intent proposed that license is a rule. Thus Pegasus a nearer way to take May boldly deviate from the common track Great wits sometimes may gloriously offend, And rise to faults true critics dare not mend, From vulgar bounds with brave disorder part, And snatch a grace beyond the reach of art, Which without passing through the judgment gains The heart and all its end at once attains. In prospects, thus, some objects please our eyes, Which out of nature's common order rise, The shapeless rock or hanging precipice. But though the ancients thus their rules invade (As kings dispense with laws themselves have made), Moderns beware! or if you must offend Against the precept, ne'er transgress its end, Let it be seldom, and compelled by need, And have, at least, their precedent to plead. The critic else proceeds without remorse, Seizes your fame, and puts his laws in force. I know there are, to whose presumptuous thoughts Those freer beauties, even in them, seem faults Some figures monstrous and misshaped appear, Considered singly, or beheld too near, Which, but proportioned to their light, or place, Due distance reconciles to form and grace. A prudent chief not always must display His powers in equal ranks and fair array, But with the occasion and the place comply. Conceal his force, nay, seem sometimes to fly. Those oft are stratagems which errors seem,",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_13,1,1710_An_Essay_on_Criticis
"hose own example strengthens all his laws; And is himself that great sublime he draws. Thus long succeeding critics justly reigned, License repressed, and useful laws ordained. Learning and Rome alike in empire grew; And arts still followed where her eagles flew, From the same foes at last, both felt their doom, And the same age saw learning fall, and Rome. [686] With tyranny then superstition joined As that the body, this enslaved the mind; Much was believed but little understood, And to be dull was construed to be good; A second deluge learning thus o'errun, And the monks finished what the Goths begun. [692] At length Erasmus, that great injured name [693] (The glory of the priesthood and the shame!) Stemmed the wild torrent of a barbarous age, And drove those holy Vandals off the stage. [696] But see! each muse, in Leo's golden days, [697] Starts from her trance and trims her withered bays, Rome's ancient genius o'er its ruins spread Shakes off the dust, and rears his reverent head Then sculpture and her sister arts revive, Stones leaped to form, and rocks began to live; With sweeter notes each rising temple rung, A Raphael painted, and a Vida sung [704] Immortal Vida! on whose honored brow The poets bays and critic's ivy grow Cremona now shall ever boast thy name As next in place to Mantua, next in fame! But soon by impious arms from Latium chased, Their ancient bounds the banished muses passed. Thence arts o'er all the northern world advance, But critic-learning flourish",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_14,1,1710_An_Essay_on_Criticis
"er to scale heaven, they piled Mount Ossa upon Pelion, and would have succeeded in their attempt if Zeus had not called in the assistance of his son Hercules.] [Line 585: Appius.--He refers to Dennis (see note to verse 270) who had published a tragedy called _Appius and Virginia_. He retaliated for these remarks by coarse personalities upon Pope, in his criticism of this poem.] [Line 617: Durfey's Tales.--Thomas D'Urfey, the author (in the reign of Charles II.) of a sequel in five acts of _The Rehearsal_, a series of sonnets entitled _Pills to Purge Melancholy_, the Tales here alluded to, etc. He was a very inferior poet, although Addison pleaded for him.] [Line 619: Garth, Dr., afterwards Sir Samuel (born ) an eminent physician and a poet of considerable reputation He is best known as the author of _The Dispensary_, a poetical satire on the apothecaries and physicians who opposed the project of giving medicine gratuitously to the sick poor. The poet alludes to a slander current at the time with regard to the authorship of the poem.] [Line 623: St Paul's Churchyard, before the fire of London, was the headquarters of the booksellers.] [Lines 645, 646: See note on line 138.] [Line 648: The Maeonian star.--Homer, supposed by some to have been born in Maeonia, a part of Lydia in Asia Minor, and whose poems were the chief subject of Aristotle's criticism.] [Line 652: Who conquered nature--He wrote, besides his other works, treatises on Astronomy, Mechanics, Physics, and Natural Hi",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_15,1,1710_An_Essay_on_Criticis
"s, nor is, nor e'er shall be. In every work regard the writer's end, Since none can compass more than they intend; And if the means be just, the conduct true, Applause, in spite of trivial faults, is due. As men of breeding, sometimes men of wit, To avoid great errors, must the less commit: Neglect the rules each verbal critic lays, For not to know some trifles is a praise. Most critics, fond of some subservient art, Still make the whole depend upon a part: They talk of principles, but notions prize, And all to one loved folly sacrifice. Once on a time La Mancha's knight, they say, [267] A certain bard encountering on the way, Discoursed in terms as just, with looks as sage, As e'er could Dennis, of the Grecian stage; [270] Concluding all were desperate sots and fools, Who durst depart from Aristotle's rules Our author, happy in a judge so nice, Produced his play, and begged the knight's advice; Made him observe the subject, and the plot, The manners, passions, unities, what not? All which, exact to rule, were brought about, Were but a combat in the lists left out ""What! leave the combat out?"" exclaims the knight. ""Yes, or we must renounce the Stagirite."" ""Not so, by heaven!"" (he answers in a rage) ""Knights, squires, and steeds must enter on the stage."" ""So vast a throng the stage can ne'er contain."" ""Then build a new, or act it in a plain."" Thus critics of less judgment than caprice, Curious, not knowing, not exact, but nice, Form short ideas, and offend in arts (As most in ",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_16,1,1710_An_Essay_on_Criticis
"ed to draw But when to examine every part he came Nature and Homer were he found the same Convinced, amazed, he checks the bold design And rules as strict his labored work confine As if the Stagirite o'erlooked each line [138] Learn hence for ancient rules a just esteem, To copy nature is to copy them. Some beauties yet no precepts can declare, For there's a happiness as well as care. Music resembles poetry--in each Are nameless graces which no methods teach, And which a master hand alone can reach If, where the rules not far enough extend (Since rules were made but to promote their end), Some lucky license answer to the full The intent proposed that license is a rule. Thus Pegasus a nearer way to take May boldly deviate from the common track Great wits sometimes may gloriously offend, And rise to faults true critics dare not mend, From vulgar bounds with brave disorder part, And snatch a grace beyond the reach of art, Which without passing through the judgment gains The heart and all its end at once attains. In prospects, thus, some objects please our eyes, Which out of nature's common order rise, The shapeless rock or hanging precipice. But though the ancients thus their rules invade (As kings dispense with laws themselves have made), Moderns beware! or if you must offend Against the precept, ne'er transgress its end, Let it be seldom, and compelled by need, And have, at least, their precedent to plead. The critic else proceeds without remorse, Seizes your fame, and puts hi",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_17,1,1710_An_Essay_on_Criticis
"re mischief than nice falsehoods do; Men must be taught as if you taught them not, And things unknown proposed as things forgot. Without good breeding truth is disapproved; That only makes superior sense beloved. Be niggards of advice on no pretense; For the worst avarice is that of sense With mean complacence, ne'er betray your trust, Nor be so civil as to prove unjust Fear not the anger of the wise to raise, Those best can bear reproof who merit praise. 'Twere well might critics still this freedom take, But Appius reddens at each word you speak, [585] And stares, tremendous with a threatening eye, Like some fierce tyrant in old tapestry Fear most to tax an honorable fool Whose right it is uncensured to be dull Such, without wit are poets when they please, As without learning they can take degrees Leave dangerous truths to unsuccessful satires, And flattery to fulsome dedicators Whom, when they praise, the world believes no more, Than when they promise to give scribbling o'er. 'Tis best sometimes your censure to restrain, And charitably let the dull be vain Your silence there is better than your spite, For who can rail so long as they can write? Still humming on, their drowsy course they keep, And lashed so long like tops are lashed asleep. False steps but help them to renew the race, As after stumbling, jades will mend their pace. What crowds of these, impenitently bold, In sounds and jingling syllables grown old, Still run on poets in a raging vein, Even to the dregs and s",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_18,1,1710_An_Essay_on_Criticis
" as long as fools are pleased to laugh. Some valuing those of their own side or mind, Still make themselves the measure of mankind: Fondly we think we honor merit then, When we but praise ourselves in other men. Parties in wit attend on those of state, And public faction doubles private hate. Pride, malice, folly against Dryden rose, In various shapes of parsons, critics, beaux; [459] But sense survived, when merry jests were past; For rising merit will buoy up at last. Might he return, and bless once more our eyes, New Blackmores and new Millbourns must arise: [463] Nay, should great Homer lift his awful head, Zoilus again would start up from the dead [465] Envy will merit, as its shade, pursue, But like a shadow, proves the substance true: For envied wit, like Sol eclipsed, makes known The opposing body's grossness, not its own. When first that sun too powerful beams displays, It draws up vapors which obscure its rays, But even those clouds at last adorn its way Reflect new glories and augment the day Be thou the first true merit to befriend His praise is lost who stays till all commend Short is the date alas! of modern rhymes And 'tis but just to let them live betimes No longer now that golden age appears When patriarch wits survived a thousand years [479] Now length of fame (our second life) is lost And bare threescore is all even that can boast, Our sons their fathers failing language see And such as Chaucer is shall Dryden be So when the faithful pencil has designed Som",1710,An Essay on Criticism,1710_An_Essay_on_Criticis_passage_19,1,1710_An_Essay_on_Criticis
"y broke, no father disobey'd. The Muse but serv'd to ease some friend, not Wife, To help me thro' this long disease, my Life, 130 To second, ARBUTHNOT! thy Art and Care, And teach the Being you preserv'd, to bear. But why then publish? _Granville_ the polite, And knowing _Walsh_, would tell me I could write; Well-natur'd _Garth_ inflam'd with early praise; 135 And _Congreve_ lov'd, and _Swift_ endur'd my lays; The courtly _Talbot, Somers, Sheffield_, read; Ev'n mitred _Rochester_ would nod the head, And _St. John's_ self (great _Dryden's_ friends before) With open arms receiv'd one Poet more. 140 Happy my studies, when by these approv'd! Happier their author, when by these belov'd! From these the world will judge of men and books, Not from the _Burnets, Oldmixons_, and _Cookes_. Soft were my numbers; who could take offence, 145 While pure Description held the place of Sense? Like gentle _Fanny's_ was my flow'ry theme, A painted mistress, or a purling stream. Yet then did _Gildon_ draw his venal quill;-- I wish'd the man a dinner, and sat still. 150 Yet then did _Dennis_ rave in furious fret; I never answer'd,--I was not in debt. If want provok'd, or madness made them print, I wag'd no war with _Bedlam_ or the _Mint_. Did some more sober Critic come abroad; 155 If wrong, I smil'd; if right, I kiss'd the rod. Pains, reading, study, are their just pretence, And all they want is spirit, taste, and sense. Commas and points they set exactly right, And 'twere a sin to rob them of th",1710,"The Rape of the Lock, and Other Poems",1710_The_Rape_of_the_Lock_passage_0,1,1710_The_Rape_of_the_Lock
"ontribute five hundred pounds for a monument, and Pope not unreasonably suggests that some of this bounty might have been bestowed on Dryden in his lifetime. '249' When a politician wants a writer to put in a day's work in defending him. Walpole, for example, who cared nothing for poetry, spent large sums in retaining writers to defend him in the journals and pamphlets of the day. '254' John Gay, the author of some very entertaining verses, was an intimate friend of Pope. On account of some supposed satirical allusions his opera 'Polly' was refused a license, and when his friends, the Duke and Duchess of Queensberry (see l. 260) solicited subscriptions for it in the palace, they were driven from the court. Gay died in , and Pope wrote an epitaph for his tomb in Westminster Abbey. It is to this that he alludes in l. 258. '274' Balbus is said to mean the Earl of Kinnoul, at one time an acquaintance of Pope and Swift. '278' Sir William Yonge, a Whig politician whom Pope disliked. He seems to have written occasional verses. Bubo is Bubo Doddington (see note on l 230). '297-298' In the Fourth Moral Essay, published in as an 'Epistle to the Earl of Burlington', Pope had given a satirical description of a nobleman's house and grounds, adorned and laid out at vast expense, but in bad taste. Certain features of this description were taken from Canons, the splendid country place of the Duke of Chandos, and the duke was at once identified by a scandal-loving public with the Timon of the",1710,"The Rape of the Lock, and Other Poems",1710_The_Rape_of_the_Lock_passage_1,1,1710_The_Rape_of_the_Lock
"r's merit, but his own. Such late was Walsh--the Muse's judge and friend, Who justly knew to blame or to commend; 730 To failings mild, but zealous for desert; The clearest head, and the sincerest heart. This humble praise, lamented shade! receive, This praise at least a grateful Muse may give: The Muse, whose early voice you taught to sing, 735 Prescrib'd her heights, and prun'd her tender wing, (Her guide now lost) no more attempts to rise, But in low numbers short excursions tries: Content, if hence th' unlearn'd their wants may view, The learn'd reflect on what before they knew: 740 Careless of censure, nor too fond of fame; Still pleas'd to praise, yet not afraid to blame, Averse alike to flatter, or offend; Not free from faults, nor yet too vain to mend. * * * * * AN ESSAY ON MAN TO H. ST. JOHN LORD BOLINGBROKE THE DESIGN Having proposed to write some pieces on Human Life and Manners, such as (to use my Lord Bacon's expression) _come home to Men's Business and Bosoms_, I thought it more satisfactory to begin with considering _Man_ in the abstract, his _Nature_ and his _State_; since, to prove any moral duty, to enforce any moral precept, or to examine the perfection or imperfection of any creature whatsoever, it is necessary first to know what _condition_ and _relation_ it is placed in, and what is the proper end and purpose of its _being_. The science of Human Nature is, like all other sciences, reduced to a _few clear points_: There are not _many certain truths_ in th",1710,"The Rape of the Lock, and Other Poems",1710_The_Rape_of_the_Lock_passage_2,1,1710_The_Rape_of_the_Lock
"ne of its witty paragraphs and read it with the same pleasure it arouses when read in its proper connection. Thalestris' call to arms and Clarissa's moral reproof are integral parts of the poem. And as a result, perhaps, of its essential unity 'The Rape of the Lock' bears witness to the presence of a power in Pope that we should hardly have suspected from his other works, the power of dramatic characterization. Elsewhere he has shown himself a master of brilliant portraiture, but Belinda, the Baron, and Thalestris are something more than portraits. They are living people, acting and speaking with admirable consistency. Even the little sketch of Sir Plume is instinct with life. Finally 'The Rape of the Lock', in its limitations and defects, no less than in its excellencies, represents a whole period of English poetry, the period which reaches with but few exceptions from Dryden to Wordsworth. The creed which dominated poetic composition during this period is discussed in the introduction to the Essay on Criticism, (see p. 103) and is admirably illustrated in that poem itself. Its repression of individuality, its insistence upon the necessity of following in the footsteps of the classic poets, and of checking the outbursts of imagination by the rules of common sense, simply incapacitated the poets of the period from producing works of the highest order. And its insistence upon man as he appeared in the conventional, urban society of the day as the one true theme of poetry, its ",1710,"The Rape of the Lock, and Other Poems",1710_The_Rape_of_the_Lock_passage_3,1,1710_The_Rape_of_the_Lock
" recently become embroiled, for his old enemy, Theobald, as the hero. And the last year of his life was spent in getting out new editions of his poems accompanied by elaborate commentaries from the pen of Warburton. In the spring of , it was evident that Pope was failing fast. In addition to his other ailments he was now attacked by an asthmatical dropsy, which no efforts of his physicians could remove. Yet he continued to work almost to the last, and distributed copies of his 'Ethic Epistles' to his friends about three weeks before his death, with the smiling remark that like the dying Socrates he was dispensing his morality among his friends. His mind began to wander; he complained that he saw all things as through a curtain, and told Spence once ""with a smile of great pleasure and with the greatest softness"" that he had seen a vision. His friends were devoted in their attendance. Bolingbroke sat weeping by his chair, and on Spence's remarking how Pope with every rally was always saying something kindly of his friends, replied: ""I never in my life knew a man that had so tender a heart for his particular friends, or a more general friendship for mankind. I have known him these thirty years; and value myself more for that man's love than""--here his head dropped and his voice broke in tears. It was noticed that whenever Patty Blount came into the room, the dying flame of life flashed up in a momentary glow. At the very end a friend reminded Pope that as a professed Catholic he",1710,"The Rape of the Lock, and Other Poems",1710_The_Rape_of_the_Lock_passage_4,1,1710_The_Rape_of_the_Lock
"aints against_ Providence, _while on the one hand he demands the Perfections of the Angels, and on the other the bodily qualifications of the Brutes; though, to possess any of the_ sensitive faculties _in a higher degree, would render him miserable_. VII. v. 207. _That throughout the whole visible world, an universal_ order _and_ gradation _in the sensual and mental faculties is observed, which causes a_ subordination _of creature to creature, and of all creatures to Man. The gradations of_ sense, instinct, thought, reflection, reason; _that Reason alone countervails fill the other faculties_. VIII. v. 233. _How much further this_ order _and_ subordination _of living creatures may extend, above and below us; were any part of which broken, not that part only, but the whole connected_ creation _must be destroyed_. IX. v. 250. _The_ extravagance, madness, _and_ pride _of such a desire_. X. v. 281, &c. _The consequence of all, the_ absolute submission _to the end_. _due to Providence, both as to our_ present _and_ future state, EPISTLE I Awake, my ST. JOHN! leave all meaner things To low ambition, and the pride of Kings. Let us (since Life can little more supply Than just to look about us and to die) Expatiate free o'er all this scene of Man; 5 A mighty maze! but not without a plan; A Wild, where weeds and flow'rs promiscuous shoot; Or Garden, tempting with forbidden fruit. Together let us beat this ample field, Try what the open, what the covert yield; 10 The latent tracts, the ",1710,"The Rape of the Lock, and Other Poems",1710_The_Rape_of_the_Lock_passage_5,1,1710_The_Rape_of_the_Lock
